Essential English,3,A-
문화와예술을통해본르네상스역사,3,B+
시각문화로서미술작품읽기,3,A
시민생활과법,3,B+
우리말과글쓰기,3,B+
미분적분학I,3,B+
기독교와세계,3,A+
대학영어,3,A+
생명윤리와법,3,A+
약과건강,3,A
일반생물학II,3,A
일반화학II,3,B
